 '1546152803854', '"Social"'
 '1546153037646', '"Resting"'
 '1546157515689', '"No category"'
 '1546157628910', '"Resting"'
 '1546157857298', '"No category"'
 '1546157957205', '"Resting"'
 '1546158141745', '"Social"'
 '1546158250402', '"Resting"'
 '1546158937738', '"Transport"'
 '1546159380886', '"Personal Life"'
 '1546159639660', '"No category"'
 '1546160191523', '"Transport"'
 '1546160566789', '"Personal Life"'
 '1546164495356', '"Social"'
 '1546164651775', '"Social"'
 '1546165092771', '"No category"'
 '1546165384032', '"Personal Life"'
 '1546165932009', '"Art & Entertainment"'
 '1546166111095', '"Personal Life"'
 '1546166756778', '"Transport"'
 '1546167061719', '"No category"'
 '1546167442284', '"Chores"'
 '1546167553472', '"Transport"'
 '1546167997573', '"Personal Life"'
 '1546172890844', '"Art & Entertainment"'
 '1546173028482', '"Personal Life"'
 '1546175716189', '"Social"'
 '1546177704265', '"Personal Life"'
 '1546178169769', '"No category"'
 '1546179112262', '"Art & Entertainment"'
 '1546179211609', '"No category"'
 '1546179513387', '"No category"'
 '1546179611095', '"No category"'
 '1546180162957', '"Social"'
 '1546180330607', '"No category"'
 '1546180599228', '"Resting"'
 '1546181027495', '"Resting"'
 '1546182035036', '"Resting"'
 '1546183003050', '"Professional Life"'
 '1546183269175', '"Personal Life"'
 '1546183817002', '"Chores"'
 '1546184046137', '"Personal Life"'
 '1546184184989', '"Resting"'
 '1546184502272', '"No category"'
 '1546184609004', '"Resting"'
 '1546185148888', '"Personal Life"'
 '1546185338104', '"Resting"'
 '1546194600000', '"Resting"'
 '1546220075616', '"Social"'
 '1546220209126', '"Social"'
 '1546220352542', '"Resting"'
 '1546223853558', '"Transport"'
 '1546224751324', '"Social"'
 '1546236313588', '"Transport"'
 '1546236758089', '"Transport"'
 '1546238184137', '"Personal Life"'
 '1546238817715', '"Transport"'
 '1546239277492', '"Personal Life"'
 '1546239458675', '"No category"'
 '1546239978213', '"Transport"'
 '1546240486580', '"Personal Life"'
 '1546240993876', '"Social"'
 '1546241147945', '"Social"'
 '1546241350409', '"Personal Life"'
 '1546241969024', '"Social"'
 '1546242132667', '"No category"'
 '1546242456693', '"Personal Life"'
 '1546242637530', '"No category"'
 '1546243313105', '"Social"'
 '1546243496946', '"Personal Life"'
 '1546243782610', '"Social"'
 '1546244051972', '"Personal Life"'
 '1546251101427', '"Social"'
 '1546251328034', '"No category"'
 '1546251425436', '"Personal Life"'
 '1546252562096', '"No category"'
 '1546252658313', '"Personal Life"'
 '1546252969739', '"Personal Life"'
 '1546253687429', '"Transport"'
 '1546254033718', '"Personal Life"'
 '1546254436409', '"Transport"'
 '1546254775833', '"Social"'
 '1546254896430', '"Transport"'
 '1546255582547', '"Personal Life"'
 '1546255797679', '"Social"'
 '1546255995260', '"Personal Life"'
